URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
128280,867,Bracknell Forest,2134,Wildridings Infant School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,0,Not applicable,31/08/1991,2,Primary,5,7,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,26/09/2017,Netherton,,,Bracknell,,RG12 7DX,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002287,Wildridings and Central,E14000586,Bracknell,C1,Urban city and town,E06000036,486257,168263,,Bracknell Forest 007,Bracknell Forest 007C,,,,,,999,,,,,,2.00E+11,,E02003358,E01016248
110010,867,Bracknell Forest,3313,St Michael's Easthampstead Church of England Voluntary Aided Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,241,2,No Special Classes,18/01/2018,241,133,108,4.1,0,Not applicable,,,Not applicable,,Not under a federation,,,10075734,,Not applicable,17/10/2017,0,Not applicable,19/09/2018,Crowthorne Road,Easthampstead,,Bracknell,Berkshire,RG12 7EH,http://www.stmichaelseasthampstead.com,1344420878,Miss,Sarah,Robinson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002287,Wildridings and Central,E14000586,Bracknell,C1,Urban city and town,E06000036,486383,167639,,Bracknell Forest 007,Bracknell Forest 007C,,,,,,903,Pre LGR (1998) Berkshire,3313,Good,North-West London and South-Central England,,2.00E+11,,E02003358,E01016248
109805,867,Bracknell Forest,2057,Fox Hill Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,210,2,No Special Classes,18/01/2018,230,111,119,16.4,0,Not applicable,,,Not applicable,,Not under a federation,,,10068907,,Not applicable,26/09/2018,0,Not applicable,14/11/2018,Pondmoor Road,,,Bracknell,Berkshire,RG12 7JZ,http://www.foxhillprimary.co.uk,1344421809,Mrs,Sarah,Coxell,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002283,Old Bracknell,E14000586,Bracknell,C1,Urban city and town,E06000036,486922,167856,,Bracknell Forest 007,Bracknell Forest 007B,,,,,,903,Pre LGR (1998) Berkshire,2057,Good,North-West London and South-Central England,,1.00E+11,,E02003358,E01016233
110033,867,Bracknell Forest,3344,"St Margaret Clitherow Catholic Primary School, Bracknell",2,Voluntary aided school,4,LA maintained schools,2,Closed,0,Not applicable,,10,Academy Converter,31/08/2015,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC16,Diocese of Portsmouth (rc),0,Not applicable,210,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Pembroke,Hanworth,,Bracknell,Berkshire,RG12 7RD,http://www.stmargaretc.bracknell-forest.sch.uk,1344424030,,David,Masters,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002280,Hanworth,E14000586,Bracknell,C1,Urban city and town,E06000036,485899,166508,,Bracknell Forest 011,Bracknell Forest 011C,,,,,,903,Pre LGR (1998) Berkshire,3344,,North-West London and South-Central England,,,,E02003362,E01016219
142319,867,Bracknell Forest,3344,"St Margaret Clitherow Catholic Primary School, Bracknell",34,Academy converter,10,Academies,1,Open,10,Academy Converter,01/09/2015,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC16,Diocese of Portsmouth (rc),0,Not applicable,210,2,No Special Classes,18/01/2018,209,101,108,1.9,3,Supported by a multi-academy trust,2579,FRASSATI CATHOLIC ACADEMY TRUST,-,,Not applicable,,,10053749,,Not applicable,01/05/2018,0,Not applicable,20/09/2018,Pembroke,Hanworth,,Bracknell,Berkshire,RG12 7RD,http://www.stmargaretc.bracknell-forest.sch.uk,1344424030,,David,Masters,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002280,Hanworth,E14000586,Bracknell,C1,Urban city and town,E06000036,485899,166508,,Bracknell Forest 011,Bracknell Forest 011C,,,,,,903,Pre LGR (1998) Berkshire,3344,Good,North-West London and South-Central England,,2.00E+11,,E02003362,E01016219
109893,867,Bracknell Forest,2165,Birch Hill Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,420,2,No Special Classes,18/01/2018,446,220,226,8.4,0,Not applicable,,,Not applicable,,Not under a federation,,,10068899,,Not applicable,03/03/2016,0,Not applicable,19/09/2018,Leppington,,,Bracknell,Berkshire,RG12 7WW,www.birchhillprimaryschool.co.uk/,1344455815,Mr,Michael,Dillon,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002280,Hanworth,E14000586,Bracknell,C1,Urban city and town,E06000036,486966,166459,,Bracknell Forest 010,Bracknell Forest 010C,,,,,,903,Pre LGR (1998) Berkshire,2165,Good,North-West London and South-Central England,,10022826476,,E02003361,E01016218
134415,867,Bracknell Forest,6035,Include - Thames Valley,10,Other independent special school,5,Special schools,2,Closed,6,New Provision,29/08/2003,2,Closure,01/09/2018,0,Not applicable,13,16,1,No boarders,Not applicable,0,Not applicable,3,Mixed,6,None,None,0,Not applicable,0,Not applicable,25,1,Has Special Classes,18/01/2018,12,8,4,,0,Not applicable,,,Not applicable,,Not applicable,,,10018003,,Not applicable,,0,Not applicable,14/11/2018,Burford House,Leppington,,Bracknell,Berkshire,RG12 7WW,www.catch-22.org.uk/services/include-thames-valley,1344428931,,Claudia,Giarrusso,,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,"SEMH - Social, Emotional and Mental Health",,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002280,Hanworth,E14000586,Bracknell,C1,Urban city and town,E06000036,486915,166563,,Bracknell Forest 010,Bracknell Forest 010C,Ofsted,11,0,Does not have boarders,,825,Buckinghamshire,,,North-West London and South-Central England,,2.00E+11,,E02003361,E01016218
109891,867,Bracknell Forest,2162,The Pines Infant and Nursery School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/08/2005,2,Primary,3,7,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,173,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Hanworth Road,Hanworth,,Bracknell,Berkshire,RG12 7WX,http://www.pines-inf.bracknell-forest.sch.uk,1344427490,Mrs,Angela,Smith,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002280,Hanworth,E14000586,Bracknell,C1,Urban city and town,E06000036,486084,166709,,Bracknell Forest 011,Bracknell Forest 011C,,,,,,903,Pre LGR (1998) Berkshire,2162,,North-West London and South-Central England,,,,E02003362,E01016219
109895,867,Bracknell Forest,2168,The Pines Junior School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/08/2005,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,240,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Hanworth Road,Hanworth,,Bracknell,Berkshire,RG12 7WX,http://www.pines-jun.bracknell-forest.sch.uk,1344426413,Mrs,Kathleen,Nugent,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002280,Hanworth,E14000586,Bracknell,C1,Urban city and town,E06000036,486084,166709,,Bracknell Forest 011,Bracknell Forest 011C,,,,,,903,Pre LGR (1998) Berkshire,2168,,North-West London and South-Central England,,,,E02003362,E01016219
134740,867,Bracknell Forest,3357,The Pines School,1,Community school,4,LA maintained schools,1,Open,1,Result of Amalgamation,01/09/2005,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,360,0,Not applicable,18/01/2018,327,177,150,8.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10071750,,Not applicable,25/06/2015,0,Not applicable,19/09/2018,Hanworth Road,Hanworth,,Bracknell,Berkshire,RG12 7WX,www.thepinesschool.org.uk,1344426413,Mrs,Ruth,Huckle,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002280,Hanworth,E14000586,Bracknell,C1,Urban city and town,E06000036,486084,166709,,Bracknell Forest 011,Bracknell Forest 011C,,,,,,999,,,Good,North-West London and South-Central England,,2.00E+11,,E02003362,E01016219
109922,867,Bracknell Forest,2228,Wooden Hill Primary and Nursery School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,350,2,No Special Classes,18/01/2018,403,201,202,10.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10068897,,Not applicable,26/11/2015,0,Not applicable,19/09/2018,Staplehurst,,,Bracknell,Berkshire,RG12 8DB,http://www.woodenhill.bracknell-forest.sch.uk,1344421117,Mrs,Joanna,Lagares,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002279,Great Hollands South,E14000586,Bracknell,C1,Urban city and town,E06000036,485262,166541,,Bracknell Forest 009,Bracknell Forest 009D,,,,,,903,Pre LGR (1998) Berkshire,2228,Good,North-West London and South-Central England,,2.00E+11,,E02003360,E01016213
135854,867,Bracknell Forest,3358,Jennett's Park CofE Primary School,2,Voluntary aided school,4,LA maintained schools,2,Closed,6,New Provision,01/09/2011,6,For Academy,31/05/2017,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,382,2,No Special Classes,19/01/2017,394,190,205,9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,05/12/2014,0,Not applicable,15/10/2018,3 Tawny Owl Square,,,Bracknell,Berkshire,RG12 8EB,www.jennettspark.bracknell-forest.sch.uk,1344301269,Mrs,Jo,Evans,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002278,Great Hollands North,E14000586,Bracknell,C1,Urban city and town,E06000036,484725,167644,,Bracknell Forest 009,Bracknell Forest 009G,,,,,,999,,,Special Measures,North-West London and South-Central England,,10022830040,,E02003360,E01032725
144608,867,Bracknell Forest,2000,Jennett's Park CofE Primary School,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01/06/2017,99,,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,,CE27,Diocese of Oxford,0,Not applicable,382,0,Not applicable,18/01/2018,414,203,211,7.4,3,Supported by a multi-academy trust,16713,BONITAS MULTI-ACADEMY TRUST LIMITED,Linked to a sponsor,Bonitas Multi Academy Trust Limited,Not applicable,,,10064024,,,,0,Not applicable,19/09/2018,3 Tawny Owl Square,,,Bracknell,Berkshire,RG12 8EB,,1344301269,Mrs,Elizabeth,Savage,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002278,Great Hollands North,E14000586,Bracknell,C1,Urban city and town,E06000036,484725,167644,,Bracknell Forest 009,Bracknell Forest 009G,,,,,,999,,,,North-West London and South-Central England,,2.00E+11,,E02003360,E01032725
110071,867,Bracknell Forest,4061,Easthampstead Park Community School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11,18,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,4,Non-selective,1400,2,No Special Classes,18/01/2018,815,401,414,12.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10002142,,Not applicable,09/06/2016,0,Not applicable,18/10/2018,Ringmead,,,Bracknell,Berkshire,RG12 8FS,http://www.epschool.org/,1344304567,Mrs,Liz,Cook,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002279,Great Hollands South,E14000586,Bracknell,C1,Urban city and town,E06000036,484780,167311,,Bracknell Forest 009,Bracknell Forest 009D,,,,,,903,Pre LGR (1998) Berkshire,4061,Good,North-West London and South-Central England,,2.00E+11,,E02003360,E01016213
109880,867,Bracknell Forest,2151,Great Hollands Infant and Nursery School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/03/2004,2,Primary,3,7,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,180,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Wordsworth,Great Hollands,,Bracknell,Berkshire,RG12 8QN,http://www.gtholl-inf.bracknell-forest.sch.uk,1344421340,Mrs,E L,Norris,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002278,Great Hollands North,E14000586,Bracknell,C1,Urban city and town,E06000036,485568,167537,,Bracknell Forest 009,Bracknell Forest 009B,,,,,,903,Pre LGR (1998) Berkshire,2151,,North-West London and South-Central England,,10022826952,,E02003360,E01016210
109879,867,Bracknell Forest,2150,Great Hollands Junior School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/03/2004,2,Primary,7,11,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,248,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Wordsworth,,,Bracknell,Berkshire,RG12 8YR,http://www.gtholl-jun.bracknell-forest.sch.uk,1344424911,Ms,Paula,Montie,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002278,Great Hollands North,E14000586,Bracknell,C1,Urban city and town,E06000036,485507,167582,,Bracknell Forest 009,Bracknell Forest 009B,,,,,,903,Pre LGR (1998) Berkshire,2150,,North-West London and South-Central England,,,,E02003360,E01016210
134304,867,Bracknell Forest,2815,Great Hollands Primary School,1,Community school,4,LA maintained schools,2,Closed,1,Result of Amalgamation,01/04/2004,6,For Academy,30/06/2017,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,432,0,Not applicable,19/01/2017,477,255,220,20.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,12/10/2016,0,Not applicable,15/10/2018,Wordsworth,,,Bracknell,Berkshire,RG12 8YR,www.greathollandsprimary.co.uk,1344424911,Mr,Richard,Ferris,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resource Provision,,,,,J,South East,E06000036,Bracknell Forest,E05002278,Great Hollands North,E14000586,Bracknell,C1,Urban city and town,E06000036,485507,167582,,Bracknell Forest 009,Bracknell Forest 009B,,,,,,999,,,Special Measures,North-West London and South-Central England,,,,E02003360,E01016210
144628,867,Bracknell Forest,2001,Great Hollands Primary School,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01/07/2017,99,,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,,0,Not applicable,0,Not applicable,432,0,Not applicable,18/01/2018,453,244,209,18.4,3,Supported by a multi-academy trust,15762,MAIDEN ERLEGH TRUST,Linked to a sponsor,Maiden Erlegh School,Not applicable,,,10064475,,,,0,Not applicable,19/09/2018,Wordsworth,,,Bracknell,Berkshire,RG12 8YR,www.greathollandsprimary.co.uk,1344424911,Mr,Richard,Ferris,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002278,Great Hollands North,E14000586,Bracknell,C1,Urban city and town,E06000036,485507,167582,,Bracknell Forest 009,Bracknell Forest 009B,,,,,,999,,,,North-West London and South-Central England,,2.00E+11,,E02003360,E01016210
110027,867,Bracknell Forest,3333,"St Joseph's Catholic Primary School, Bracknell",2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC16,Diocese of Portsmouth (rc),0,Not applicable,210,2,No Special Classes,18/01/2018,214,120,94,1.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10070231,,Not applicable,05/07/2007,0,Not applicable,19/09/2018,Gipsy Lane,,,Bracknell,Berkshire,RG12 9AP,http://www.stjosephsbracknell.co.uk,1344425246,Mrs,Juanita,Dunlop,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002273,Bullbrook,E14000586,Bracknell,C1,Urban city and town,E06000036,487677,169125,,Bracknell Forest 006,Bracknell Forest 006F,,,,,,903,Pre LGR (1998) Berkshire,3333,Outstanding,North-West London and South-Central England,,2.00E+11,,E02003357,E01032724
110082,867,Bracknell Forest,4603,Ranelagh School,2,Voluntary aided school,4,LA maintained schools,2,Closed,0,Not applicable,,10,Academy Converter,31/07/2011,4,Secondary,11,18,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,4,Non-selective,1010,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,10005380,,Not applicable,,0,Not applicable,14/11/2018,Ranelagh Drive,,,Bracknell,Berkshire,RG12 9DA,http://www.ranelagh.bracknell-forest.sch.uk,1344421233,Mrs,Kathy,Winrow,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,,,,,,,,,,,,,Resource Provision,,,,,J,South East,E06000036,Bracknell Forest,E05002281,Harmans Water,E14000586,Bracknell,C1,Urban city and town,E06000036,487301,168759,,Bracknell Forest 007,Bracknell Forest 007A,,,,,,903,Pre LGR (1998) Berkshire,4603,,North-West London and South-Central England,,,,E02003358,E01016225
137267,867,Bracknell Forest,4603,Ranelagh School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01/08/2011,99,,,4,Secondary,11,18,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,4,Non-selective,1010,1,Has Special Classes,18/01/2018,997,456,541,3.1,3,Supported by a multi-academy trust,16713,BONITAS MULTI-ACADEMY TRUST LIMITED,-,,Not applicable,,,10034787,,Not applicable,20/03/2015,0,Not applicable,18/10/2018,Ranelagh Drive,,,Bracknell,Berkshire,RG12 9DA,http://www.ranelagh.bracknell-forest.sch.uk,1344421233,,Beverley,Stevens,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,,,,,,,,,,,,,Resource Provision,,,,,J,South East,E06000036,Bracknell Forest,E05002281,Harmans Water,E14000586,Bracknell,C1,Urban city and town,E06000036,487301,168759,,Bracknell Forest 007,Bracknell Forest 007A,,,,,,903,Pre LGR (1998) Berkshire,4603,Outstanding,North-West London and South-Central England,,1.00E+11,,E02003358,E01016225
109808,867,Bracknell Forest,2061,Harmans Water Junior School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,0,Not applicable,31/08/1996,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,26/09/2017,Wellington Drive,Harmans Water,,Bracknell,,RG12 9NE,,1344420797,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002281,Harmans Water,E14000586,Bracknell,C1,Urban city and town,E06000036,488169,167962,,Bracknell Forest 006,Bracknell Forest 006D,,,,,,999,,,,,,,,E02003357,E01016224
109851,867,Bracknell Forest,2117,Harmans Water Infant School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,0,Not applicable,31/08/1996,2,Primary,5,7,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,26/09/2017,Wellington Drive,,,Bracknell,,RG12 9NE,,1344422196,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002281,Harmans Water,E14000586,Bracknell,C1,Urban city and town,E06000036,488169,167962,,Bracknell Forest 006,Bracknell Forest 006D,,,,,,999,,,,,,,,E02003357,E01016224
130949,867,Bracknell Forest,2254,Harmans Water Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,01/09/1996,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,630,0,Not applicable,18/01/2018,636,334,302,9.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10075289,,Not applicable,05/07/2018,0,Not applicable,20/09/2018,Wellington Drive,Harmans Water,,Bracknell,Berkshire,RG12 9NE,www.hwps.org.uk/,1344422196,Mrs,Alison,Wyld,Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000036,Bracknell Forest,E05002281,Harmans Water,E14000586,Bracknell,C1,Urban city and town,E06000036,488169,167962,,Bracknell Forest 006,Bracknell Forest 006D,,,,,,903,Pre LGR (1998) Berkshire,2254,Requires improvement,North-West London and South-Central England,,1.00E+11,,E02003357,E01016224
